Date,City,Temperature (°C),Humidity (%),Rainfall (mm),Wind Speed (km/h)
2020-11-22,Kolhapur,18.65,76.72,0.86,22.98
2020-11-22,Amravati,22.38,77.9,0.91,18.55
2020-11-23,Mumbai,19.01,54.17,1.28,5.93
2020-11-23,Pune,19.2,60.33,1.41,17.19
2020-11-23,Nagpur,24.68,50.28,0.07,22.54
2020-11-23,Nashik,18.35,79.2,1.2,24.28
2020-11-23,Aurangabad,16.72,73.95,1.94,14.73
2020-11-23,Solapur,28.11,56.17,0.75,23.45
2020-11-23,Kolhapur,21.19,50.98,1.08,8.0
2020-11-23,Amravati,23.32,71.43,1.61,19.29
2020-11-24,Mumbai,19.06,79.04,1.45,20.48
2020-11-24,Pune,18.11,52.25,0.01,25.0
2020-11-24,Nagpur,18.78,51.92,0.15,21.82
2020-11-24,Nashik,16.52,55.1,1.86,17.72
2020-11-24,Aurangabad,18.77,58.11,1.09,17.92
2020-11-24,Solapur,22.58,77.69,1.62,17.04
2020-11-24,Kolhapur,17.75,65.3,1.86,7.85
2020-11-24,Amravati,23.67,55.18,1.95,22.63
2020-11-25,Mumbai,16.81,61.05,0.69,20.7
2020-11-25,Pune,19.19,70.0,1.68,16.97
2020-11-25,Nagpur,23.93,57.62,1.14,12.57
2020-11-25,Nashik,21.83,68.89,0.36,22.33
2020-11-25,Aurangabad,21.26,64.74,0.34,11.69
2020-11-25,Solapur,22.41,51.58,1.43,10.73
2020-11-25,Kolhapur,22.74,65.56,0.1,12.67
2020-11-25,Amravati,23.06,77.03,0.89,15.02
2020-11-26,Mumbai,20.0,66.09,0.45,20.12
2020-11-26,Pune,16.95,67.33,0.9,16.18
2020-11-26,Nagpur,25.02,51.66,1.93,17.31
2020-11-26,Nashik,22.02,64.17,0.94,11.84
2020-11-26,Aurangabad,25.54,53.51,1.91,11.07
2020-11-26,Solapur,25.68,79.24,1.91,20.42
2020-11-26,Kolhapur,17.16,75.23,1.35,19.69
2020-11-26,Amravati,21.73,71.03,0.54,14.47
2020-11-27,Mumbai,20.71,68.85,1.2,14.98
2020-11-27,Pune,17.47,70.44,0.62,24.83
2020-11-27,Nagpur,21.5,56.36,0.73,17.21
2020-11-27,Nashik,20.85,66.88,1.35,8.13
2020-11-27,Aurangabad,19.06,72.34,1.28,13.6
2020-11-27,Solapur,21.6,79.34,0.01,10.67
2020-11-27,Kolhapur,19.76,56.34,1.3,18.93
2020-11-27,Amravati,25.16,57.88,1.99,10.12
2020-11-28,Mumbai,20.21,62.55,1.27,24.5
2020-11-28,Pune,17.02,54.54,0.32,18.21
2020-11-28,Nagpur,20.69,65.49,0.34,6.54
2020-11-28,Nashik,17.71,70.68,0.8,10.61
2020-11-28,Aurangabad,21.04,60.44,0.82,19.54
2020-11-28,Solapur,22.37,67.42,1.77,9.09
2020-11-28,Kolhapur,21.43,73.09,0.9,18.95
2020-11-28,Amravati,23.41,52.13,1.84,11.81
2020-11-29,Mumbai,22.56,50.76,1.85,19.68
2020-11-29,Pune,17.1,58.81,0.89,22.55
2020-11-29,Nagpur,22.33,67.28,0.58,19.75
2020-11-29,Nashik,17.08,60.05,1.14,6.0
2020-11-29,Aurangabad,20.61,59.65,0.26,12.41
2020-11-29,Solapur,26.55,60.31,0.3,13.55
2020-11-29,Kolhapur,21.13,53.32,1.76,17.85
2020-11-29,Amravati,22.49,70.13,1.66,5.91
2020-11-30,Mumbai,17.56,59.78,0.2,22.98
2020-11-30,Pune,18.81,72.31,0.29,23.74
2020-11-30,Nagpur,22.6,70.19,0.58,20.83
2020-11-30,Nashik,15.99,51.35,0.38,10.4
2020-11-30,Aurangabad,16.28,73.09,1.27,18.97
2020-11-30,Solapur,21.31,79.39,0.12,12.04
2020-11-30,Kolhapur,18.46,54.18,0.81,23.46
2020-11-30,Amravati,23.41,63.7,0.26,16.31
2020-12-01,Mumbai,22.79,66.22,1.91,11.49
2020-12-01,Pune,18.0,53.37,0.19,7.27
2020-12-01,Nagpur,21.88,63.15,0.48,12.62
2020-12-01,Nashik,21.07,63.12,1.44,8.75
2020-12-01,Aurangabad,20.74,67.58,1.73,19.88
2020-12-01,Solapur,25.32,69.28,0.78,8.07
2020-12-01,Kolhapur,17.92,52.53,1.95,13.36
2020-12-01,Amravati,26.41,75.33,1.15,16.45
2020-12-02,Mumbai,17.52,73.85,1.93,21.55
2020-12-02,Pune,16.89,60.65,0.78,6.3
2020-12-02,Nagpur,23.4,60.76,1.95,18.57
2020-12-02,Nashik,19.75,72.92,1.23,13.36
2020-12-02,Aurangabad,20.47,50.43,0.98,21.25
2020-12-02,Solapur,21.31,68.69,0.17,19.15
2020-12-02,Kolhapur,16.46,61.82,0.07,15.18
2020-12-02,Amravati,22.17,56.86,1.0,22.01
2020-12-03,Mumbai,21.74,71.17,1.49,22.9
2020-12-03,Pune,15.88,57.35,0.85,13.59
2020-12-03,Nagpur,25.48,77.12,0.45,22.48
2020-12-03,Nashik,18.38,74.99,0.78,19.26
2020-12-03,Aurangabad,20.5,57.27,1.08,15.44
2020-12-03,Solapur,23.17,70.55,0.36,16.57
2020-12-03,Kolhapur,17.26,51.87,0.53,11.29
2020-12-03,Amravati,20.81,63.65,1.91,23.41
2020-12-04,Mumbai,25.06,58.93,0.95,17.27
2020-12-04,Pune,23.32,73.6,1.44,19.4
2020-12-04,Nagpur,23.08,62.81,1.24,20.88
2020-12-04,Nashik,17.98,56.6,2.0,13.37
2020-12-04,Aurangabad,24.25,67.68,1.8,21.26
2020-12-04,Solapur,22.06,75.57,0.72,17.01
2020-12-04,Kolhapur,15.84,79.79,1.71,9.33
2020-12-04,Amravati,20.39,64.62,1.46,12.45
2020-12-05,Mumbai,22.61,74.47,0.37,20.44
2020-12-05,Pune,18.15,69.84,0.01,14.3
2020-12-05,Nagpur,22.94,60.69,0.2,21.83
2020-12-05,Nashik,21.43,78.2,0.31,12.42
2020-12-05,Aurangabad,17.83,51.96,1.6,5.31
2020-12-05,Solapur,26.36,76.0,0.42,8.8
2020-12-05,Kolhapur,15.87,54.64,0.4,6.86
2020-12-05,Amravati,24.05,61.24,0.23,7.52
2020-12-06,Mumbai,22.83,50.41,0.1,13.1
2020-12-06,Pune,17.66,51.05,0.27,18.97
2020-12-06,Nagpur,19.39,76.56,0.71,5.49
2020-12-06,Nashik,20.5,66.54,0.19,6.86
2020-12-06,Aurangabad,24.52,64.03,1.98,10.36
2020-12-06,Solapur,21.42,62.17,0.35,21.03
2020-12-06,Kolhapur,14.5,59.27,1.16,19.22
2020-12-06,Amravati,22.43,60.94,0.58,9.59
2020-12-07,Mumbai,18.05,56.06,1.42,6.87
2020-12-07,Pune,14.97,73.33,1.59,12.1
2020-12-07,Nagpur,22.16,53.25,0.35,20.52
2020-12-07,Nashik,19.69,75.94,0.54,21.24
2020-12-07,Aurangabad,20.87,64.08,1.76,12.99
2020-12-07,Solapur,24.57,64.71,1.1,22.1
2020-12-07,Kolhapur,16.12,50.93,1.02,8.35
2020-12-07,Amravati,20.73,79.73,1.52,15.05
2020-12-08,Mumbai,17.72,68.88,0.07,16.2
2020-12-08,Pune,16.07,62.25,1.45,22.49
2020-12-08,Nagpur,21.31,62.04,1.78,24.96
2020-12-08,Nashik,18.27,75.2,0.01,20.1
2020-12-08,Aurangabad,23.08,60.67,0.65,18.86
2020-12-08,Solapur,24.94,54.83,0.03,9.71
2020-12-08,Kolhapur,17.29,50.51,1.37,9.9
2020-12-08,Amravati,21.06,52.97,1.78,13.14
2020-12-09,Mumbai,20.11,68.21,0.37,5.23
2020-12-09,Pune,15.22,66.61,0.5,6.54
2020-12-09,Nagpur,21.36,50.43,1.67,23.95
2020-12-09,Nashik,18.87,68.51,0.78,21.22
2020-12-09,Aurangabad,20.2,51.11,0.63,7.37
2020-12-09,Solapur,20.66,51.98,0.5,18.4
2020-12-09,Kolhapur,21.52,51.67,0.49,10.74
2020-12-09,Amravati,21.88,59.43,0.48,9.74
2020-12-10,Mumbai,21.3,61.73,1.8,8.65
2020-12-10,Pune,14.48,73.8,1.2,11.42
2020-12-10,Nagpur,22.46,66.57,1.59,10.27
2020-12-10,Nashik,14.96,76.27,0.03,15.68
2020-12-10,Aurangabad,22.33,52.74,1.9,23.63
2020-12-10,Solapur,22.21,53.7,1.86,11.11
2020-12-10,Kolhapur,17.54,73.02,1.85,6.31
2020-12-10,Amravati,22.85,67.82,1.14,22.32
2020-12-11,Mumbai,19.54,73.42,0.97,10.7
2020-12-11,Pune,16.62,69.16,1.92,19.62
2020-12-11,Nagpur,21.25,76.56,0.68,18.81
2020-12-11,Nashik,20.39,78.97,1.82,14.97
2020-12-11,Aurangabad,24.0,78.3,0.67,16.81
2020-12-11,Solapur,25.37,75.81,1.33,24.12
2020-12-11,Kolhapur,20.58,73.19,0.57,12.36
2020-12-11,Amravati,23.98,78.22,0.97,7.44
2020-12-12,Mumbai,19.64,64.06,0.31,11.6
2020-12-12,Pune,17.77,52.83,0.03,19.87
2020-12-12,Nagpur,20.86,75.32,0.07,15.12
2020-12-12,Nashik,17.77,63.69,1.28,23.78
2020-12-12,Aurangabad,20.56,65.89,0.14,11.99
2020-12-12,Solapur,22.09,74.47,0.5,7.91
2020-12-12,Kolhapur,18.89,75.77,1.24,6.08
2020-12-12,Amravati,20.96,68.48,1.24,8.93
2020-12-13,Mumbai,18.82,51.61,1.54,16.75
2020-12-13,Pune,19.8,56.9,0.56,16.56
2020-12-13,Nagpur,20.43,63.89,0.81,10.06
2020-12-13,Nashik,18.84,66.24,1.57,20.38
2020-12-13,Aurangabad,17.19,50.32,1.06,13.19
2020-12-13,Solapur,21.31,64.27,0.29,12.12
2020-12-13,Kolhapur,17.33,67.63,1.18,14.33
2020-12-13,Amravati,17.4,65.81,0.12,12.21
2020-12-14,Mumbai,19.65,69.26,1.4,23.3
2020-12-14,Pune,17.61,50.29,1.21,16.44
2020-12-14,Nagpur,24.29,72.69,0.05,17.48
2020-12-14,Nashik,20.81,54.31,1.7,19.71
2020-12-14,Aurangabad,22.53,77.89,1.57,23.17
2020-12-14,Solapur,21.06,71.43,0.11,20.24
2020-12-14,Kolhapur,17.31,55.91,1.67,9.16
2020-12-14,Amravati,23.77,51.08,1.92,19.82
2020-12-15,Mumbai,18.33,77.53,0.46,15.27
2020-12-15,Pune,19.96,59.06,1.3,19.93
2020-12-15,Nagpur,21.17,70.29,1.13,15.1
2020-12-15,Nashik,17.32,77.53,1.97,6.94
2020-12-15,Aurangabad,21.95,54.7,1.66,16.32
2020-12-15,Solapur,22.88,51.0,1.24,22.99
2020-12-15,Kolhapur,19.47,61.14,0.17,12.91
2020-12-15,Amravati,19.04,71.84,0.63,19.18
2020-12-16,Mumbai,21.49,60.08,0.12,10.38
2020-12-16,Pune,17.28,63.46,1.47,6.08
2020-12-16,Nagpur,22.71,64.34,1.64,11.69
2020-12-16,Nashik,16.16,58.22,0.17,13.12
2020-12-16,Aurangabad,20.23,63.89,0.95,6.69
2020-12-16,Solapur,25.1,51.69,1.51,11.67
2020-12-16,Kolhapur,18.65,70.46,1.2,5.82
2020-12-16,Amravati,22.37,54.34,0.12,16.12
2020-12-17,Mumbai,22.07,75.08,0.42,12.48
2020-12-17,Pune,18.27,77.79,0.29,7.18
2020-12-17,Nagpur,24.96,67.14,1.95,8.51
2020-12-17,Nashik,16.73,62.37,1.26,7.09
2020-12-17,Aurangabad,19.53,72.46,0.55,19.24
2020-12-17,Solapur,19.58,77.32,1.18,8.72
2020-12-17,Kolhapur,15.68,52.38,0.79,6.91
2020-12-17,Amravati,23.61,50.08,1.1,18.75
2020-12-18,Mumbai,19.75,79.7,0.37,6.86
2020-12-18,Pune,17.22,74.32,0.05,7.93
2020-12-18,Nagpur,21.88,69.3,0.33,15.66
2020-12-18,Nashik,19.96,77.03,1.41,8.21
2020-12-18,Aurangabad,20.06,51.68,1.59,23.53
2020-12-18,Solapur,20.87,77.96,0.42,23.75
2020-12-18,Kolhapur,18.43,68.9,0.14,18.78
2020-12-18,Amravati,24.44,51.16,1.56,20.1
2020-12-19,Mumbai,24.02,77.48,0.59,16.16
2020-12-19,Pune,21.49,59.61,0.37,13.55
2020-12-19,Nagpur,26.63,74.36,0.77,24.97
2020-12-19,Nashik,20.06,62.53,0.96,20.64
2020-12-19,Aurangabad,20.85,61.56,0.22,5.05
2020-12-19,Solapur,20.43,79.65,0.69,7.68
2020-12-19,Kolhapur,19.21,79.14,1.9,17.37
2020-12-19,Amravati,21.28,67.97,1.16,7.4
2020-12-20,Mumbai,21.11,74.21,0.59,16.04
2020-12-20,Pune,14.89,58.14,1.01,9.37
2020-12-20,Nagpur,20.51,55.27,1.78,19.07
2020-12-20,Nashik,17.69,70.26,0.33,16.97
2020-12-20,Aurangabad,22.99,59.71,0.31,16.2
2020-12-20,Solapur,18.59,55.04,1.74,19.99
2020-12-20,Kolhapur,19.87,79.92,1.98,20.49
2020-12-20,Amravati,22.24,60.12,1.5,9.52
2020-12-21,Mumbai,16.17,62.21,1.9,21.6
2020-12-21,Pune,16.93,51.62,0.81,8.74
2020-12-21,Nagpur,22.14,51.6,0.64,14.41
2020-12-21,Nashik,19.56,78.81,1.68,7.0
2020-12-21,Aurangabad,20.85,55.54,0.71,13.88
2020-12-21,Solapur,19.45,54.53,0.6,14.9
2020-12-21,Kolhapur,18.99,59.04,1.43,13.28
2020-12-21,Amravati,20.82,79.96,1.18,16.61
2020-12-22,Mumbai,18.92,58.86,0.13,19.54
2020-12-22,Pune,13.21,51.32,0.67,7.29
2020-12-22,Nagpur,22.59,55.86,1.39,22.29
2020-12-22,Nashik,21.01,78.3,1.02,9.41
2020-12-22,Aurangabad,19.57,79.72,0.21,5.51
2020-12-22,Solapur,25.5,52.72,1.27,20.1
2020-12-22,Kolhapur,20.47,63.73,0.12,18.13
2020-12-22,Amravati,24.81,78.7,0.42,17.2
2020-12-23,Mumbai,20.31,68.37,1.94,13.65
2020-12-23,Pune,18.05,78.87,1.55,11.22
2020-12-23,Nagpur,22.87,68.35,1.76,5.49
2020-12-23,Nashik,18.98,68.07,0.53,13.82
2020-12-23,Aurangabad,20.32,50.07,1.17,11.51
2020-12-23,Solapur,19.13,63.61,0.78,5.32
2020-12-23,Kolhapur,21.79,76.01,1.02,6.88
2020-12-23,Amravati,22.69,60.17,0.82,18.21
2020-12-24,Mumbai,20.5,59.86,1.34,6.24
2020-12-24,Pune,17.84,52.15,1.08,9.51
2020-12-24,Nagpur,21.35,79.06,1.13,17.97
2020-12-24,Nashik,21.72,75.47,1.44,5.98
2020-12-24,Aurangabad,23.42,72.1,0.46,9.35
2020-12-24,Solapur,22.48,51.0,0.89,8.78
2020-12-24,Kolhapur,17.81,68.1,1.15,6.81
2020-12-24,Amravati,22.13,55.4,1.84,19.24
2020-12-25,Mumbai,21.72,51.58,0.43,24.48
2020-12-25,Pune,14.33,63.95,0.11,6.22
2020-12-25,Nagpur,21.47,64.16,1.08,21.38
2020-12-25,Nashik,19.13,53.37,0.44,10.52
2020-12-25,Aurangabad,22.32,67.74,1.9,20.04
2020-12-25,Solapur,24.98,65.05,1.56,24.46
2020-12-25,Kolhapur,17.65,60.06,0.32,19.48
2020-12-25,Amravati,23.1,70.05,1.09,22.12
2020-12-26,Mumbai,18.62,79.95,1.78,20.8
2020-12-26,Pune,19.42,79.75,0.85,16.73
2020-12-26,Nagpur,19.09,57.39,1.49,23.1
2020-12-26,Nashik,20.19,50.6,1.18,9.37
2020-12-26,Aurangabad,18.81,72.95,0.03,6.64
2020-12-26,Solapur,23.45,55.51,1.93,22.68
2020-12-26,Kolhapur,20.43,63.7,1.45,21.33
2020-12-26,Amravati,26.9,55.38,1.74,22.2
2020-12-27,Mumbai,20.3,72.44,1.12,6.57
2020-12-27,Pune,15.99,79.41,0.83,21.63
2020-12-27,Nagpur,17.96,73.27,0.73,8.66
2020-12-27,Nashik,18.23,58.11,0.33,10.69
2020-12-27,Aurangabad,23.9,76.57,1.85,19.84
2020-12-27,Solapur,26.76,76.98,1.37,16.32
2020-12-27,Kolhapur,21.04,79.68,1.83,21.0
2020-12-27,Amravati,21.05,76.44,1.4,10.82
2020-12-28,Mumbai,22.8,51.44,0.84,5.12
2020-12-28,Pune,13.2,51.81,0.34,21.84
2020-12-28,Nagpur,22.02,78.49,0.09,9.23
2020-12-28,Nashik,23.0,73.54,0.2,17.6
2020-12-28,Aurangabad,20.46,63.89,0.9,18.4
2020-12-28,Solapur,23.3,63.41,1.77,16.88
2020-12-28,Kolhapur,19.15,72.24,0.72,12.29
2020-12-28,Amravati,22.71,58.36,1.55,23.28
2020-12-29,Mumbai,23.32,57.84,0.84,12.45
2020-12-29,Pune,18.07,54.54,0.48,22.71
2020-12-29,Nagpur,20.23,64.62,0.47,23.88
2020-12-29,Nashik,19.15,59.09,1.06,7.34
2020-12-29,Aurangabad,21.14,60.91,1.77,9.41
2020-12-29,Solapur,23.76,60.21,0.11,5.91
2020-12-29,Kolhapur,17.23,71.86,1.18,9.44
2020-12-29,Amravati,23.56,68.31,0.72,17.82
2020-12-30,Mumbai,19.22,79.51,1.5,14.39
2020-12-30,Pune,16.86,53.99,0.82,24.75
2020-12-30,Nagpur,21.49,51.49,0.75,15.8
2020-12-30,Nashik,19.75,56.59,1.12,23.81
2020-12-30,Aurangabad,22.38,62.42,1.17,18.23
2020-12-30,Solapur,23.86,72.48,1.34,8.84
2020-12-30,Kolhapur,21.31,66.61,1.74,21.6
2020-12-30,Amravati,23.33,68.88,0.36,13.24
2020-12-31,Mumbai,20.07,75.88,0.39,13.46
2020-12-31,Pune,17.49,74.74,0.95,14.84
2020-12-31,Nagpur,23.89,78.8,1.45,8.38
2020-12-31,Nashik,20.29,78.17,1.27,8.33
2020-12-31,Aurangabad,22.45,71.05,1.07,12.2
2020-12-31,Solapur,19.13,69.7,0.92,16.27
2020-12-31,Kolhapur,18.44,67.25,0.5,14.25
2020-12-31,Amravati,25.65,72.13,0.98,10.66
2021-01-01,Mumbai,19.79,66.51,0.29,12.58
2021-01-01,Pune,16.74,55.63,0.03,21.37
2021-01-01,Nagpur,23.64,74.74,1.64,12.73
2021-01-01,Nashik,18.38,54.81,0.89,22.08
2021-01-01,Aurangabad,21.56,72.6,0.46,8.6
2021-01-01,Solapur,20.9,51.93,1.87,20.2
2021-01-01,Kolhapur,16.26,60.68,1.72,5.58
2021-01-01,Amravati,20.64,53.18,1.54,16.68
2021-01-02,Mumbai,21.74,59.13,1.27,22.96
2021-01-02,Pune,15.11,76.0,1.49,9.3
2021-01-02,Nagpur,24.52,66.33,0.0,24.86
2021-01-02,Nashik,16.96,52.73,1.43,6.96
2021-01-02,Aurangabad,21.27,76.4,0.32,8.6
2021-01-02,Solapur,22.8,73.8,0.4,7.24
2021-01-02,Kolhapur,14.88,57.08,1.64,22.81
2021-01-02,Amravati,22.36,63.0,0.26,7.8
2021-01-03,Mumbai,16.42,56.83,1.32,8.29
2021-01-03,Pune,18.21,67.4,1.72,20.8
2021-01-03,Nagpur,20.98,62.44,1.36,10.35
2021-01-03,Nashik,17.45,73.62,1.7,11.93
2021-01-03,Aurangabad,19.89,53.25,0.24,7.46
2021-01-03,Solapur,23.73,77.83,0.85,14.69
2021-01-03,Kolhapur,13.95,53.42,1.04,18.87
2021-01-03,Amravati,23.29,61.63,1.9,6.2
2021-01-04,Mumbai,20.32,62.16,0.04,16.04
2021-01-04,Pune,17.92,65.43,0.14,10.53
2021-01-04,Nagpur,22.59,53.49,0.13,12.01
2021-01-04,Nashik,15.91,71.51,1.42,5.03
2021-01-04,Aurangabad,18.17,57.58,1.11,23.17
2021-01-04,Solapur,25.87,78.25,0.53,21.32
2021-01-04,Kolhapur,19.36,69.46,0.08,7.2
2021-01-04,Amravati,22.49,54.92,1.26,14.46
2021-01-05,Mumbai,17.8,72.69,1.99,11.13
2021-01-05,Pune,18.22,59.21,1.23,9.7
2021-01-05,Nagpur,22.13,65.96,0.24,7.14
2021-01-05,Nashik,18.39,61.18,1.93,16.03
2021-01-05,Aurangabad,20.39,59.01,0.15,6.59
2021-01-05,Solapur,25.28,78.66,1.82,8.8
2021-01-05,Kolhapur,17.51,59.54,1.51,14.55
2021-01-05,Amravati,22.09,73.18,1.37,17.86
2021-01-06,Mumbai,17.7,67.78,1.22,17.98
2021-01-06,Pune,16.28,64.03,0.6,5.9
2021-01-06,Nagpur,23.89,61.55,0.33,7.17
2021-01-06,Nashik,17.21,61.34,1.95,8.1
2021-01-06,Aurangabad,20.1,63.33,0.26,24.42
2021-01-06,Solapur,20.29,53.51,0.89,17.51
2021-01-06,Kolhapur,16.87,71.28,0.3,17.06
2021-01-06,Amravati,23.87,73.28,1.32,19.48
2021-01-07,Mumbai,19.09,52.49,1.66,23.01
2021-01-07,Pune,16.74,51.46,1.86,20.46
2021-01-07,Nagpur,22.08,54.36,1.88,12.2
2021-01-07,Nashik,25.21,50.22,1.61,11.04
2021-01-07,Aurangabad,20.26,69.91,0.1,12.45
2021-01-07,Solapur,24.03,76.59,0.42,5.91
2021-01-07,Kolhapur,19.3,72.31,0.23,13.84
2021-01-07,Amravati,19.4,75.86,1.06,21.16
2021-01-08,Mumbai,16.01,65.04,1.21,23.26
2021-01-08,Pune,18.92,51.14,0.57,9.81
2021-01-08,Nagpur,21.88,72.6,1.81,24.34
2021-01-08,Nashik,19.43,68.63,1.98,24.21
2021-01-08,Aurangabad,21.62,56.46,1.68,14.76
2021-01-08,Solapur,22.27,61.6,0.6,19.82
2021-01-08,Kolhapur,19.3,57.32,0.07,17.38
2021-01-08,Amravati,21.7,57.98,0.28,12.99
2021-01-09,Mumbai,19.16,55.03,0.1,23.69
2021-01-09,Pune,19.33,54.35,1.13,10.34
2021-01-09,Nagpur,21.4,74.48,0.73,19.71
2021-01-09,Nashik,18.88,57.42,0.5,11.06
2021-01-09,Aurangabad,20.48,65.35,1.23,23.13
2021-01-09,Solapur,21.85,71.81,0.87,13.99
2021-01-09,Kolhapur,18.05,74.35,1.34,8.58
2021-01-09,Amravati,22.73,56.86,1.3,20.46
2021-01-10,Mumbai,19.49,60.49,0.09,18.84
2021-01-10,Pune,19.29,78.49,1.51,7.12
2021-01-10,Nagpur,21.36,51.49,1.88,14.46
2021-01-10,Nashik,18.46,54.01,0.49,13.71
2021-01-10,Aurangabad,22.13,78.05,1.95,17.47
2021-01-10,Solapur,23.83,51.07,1.67,13.03
2021-01-10,Kolhapur,19.66,55.53,1.04,7.45
2021-01-10,Amravati,21.44,66.59,0.73,19.68
2021-01-11,Mumbai,21.17,53.8,1.57,7.98
2021-01-11,Pune,17.5,50.65,0.9,12.52
2021-01-11,Nagpur,22.04,57.89,0.74,23.02
2021-01-11,Nashik,18.36,67.51,0.64,14.86
2021-01-11,Aurangabad,22.96,53.6,1.97,15.45
2021-01-11,Solapur,26.12,57.5,0.59,18.57
2021-01-11,Kolhapur,19.38,56.2,1.58,7.88
2021-01-11,Amravati,20.22,62.06,0.4,16.2
2021-01-12,Mumbai,18.47,76.78,1.39,23.35
2021-01-12,Pune,19.86,60.81,1.01,23.72
2021-01-12,Nagpur,23.21,70.12,1.16,24.79
2021-01-12,Nashik,19.1,51.82,0.25,5.16
2021-01-12,Aurangabad,21.53,62.62,0.58,23.73
2021-01-12,Solapur,23.75,72.71,1.67,7.23
2021-01-12,Kolhapur,18.3,67.73,0.69,11.54
2021-01-12,Amravati,19.67,68.37,1.97,15.31
2021-01-13,Mumbai,19.53,78.15,1.22,15.57
2021-01-13,Pune,17.41,62.12,0.05,19.76
2021-01-13,Nagpur,23.03,54.41,1.86,9.35
2021-01-13,Nashik,20.53,75.6,0.17,24.49
2021-01-13,Aurangabad,22.74,69.38,1.43,24.59
2021-01-13,Solapur,21.21,73.09,0.05,18.25
2021-01-13,Kolhapur,15.15,72.49,1.73,6.69
2021-01-13,Amravati,22.43,66.84,1.71,16.38
2021-01-14,Mumbai,18.6,75.61,0.94,13.61
2021-01-14,Pune,16.69,55.54,0.1,8.62
2021-01-14,Nagpur,22.68,61.14,1.37,20.36
2021-01-14,Nashik,17.27,77.71,1.06,18.5
2021-01-14,Aurangabad,19.87,73.03,0.26,10.06
2021-01-14,Solapur,22.73,68.82,0.82,22.73
2021-01-14,Kolhapur,19.02,70.02,0.4,17.11
2021-01-14,Amravati,21.53,51.33,0.26,9.77
2021-01-15,Mumbai,18.88,60.41,1.27,18.81
2021-01-15,Pune,19.0,68.37,0.45,20.24
2021-01-15,Nagpur,22.71,55.19,0.53,17.39
2021-01-15,Nashik,19.15,58.57,1.62,7.8
2021-01-15,Aurangabad,21.55,62.03,0.71,7.91
2021-01-15,Solapur,20.57,62.99,1.51,6.41
2021-01-15,Kolhapur,17.5,66.87,1.81,6.74
2021-01-15,Amravati,24.9,76.5,0.25,6.89
2021-01-16,Mumbai,17.49,55.57,0.81,23.18
2021-01-16,Pune,17.83,69.43,1.04,11.95
2021-01-16,Nagpur,23.39,70.8,1.74,10.34
2021-01-16,Nashik,21.07,51.96,0.84,21.01
2021-01-16,Aurangabad,17.94,72.47,1.66,20.16
2021-01-16,Solapur,22.77,55.65,0.23,7.63
2021-01-16,Kolhapur,18.41,53.08,1.94,19.55
2021-01-16,Amravati,19.41,64.08,0.54,11.83
2021-01-17,Mumbai,18.87,74.19,1.51,7.97
2021-01-17,Pune,19.56,74.8,1.68,13.82
2021-01-17,Nagpur,22.25,60.19,1.44,8.1
2021-01-17,Nashik,20.69,58.8,0.35,7.15
2021-01-17,Aurangabad,22.39,61.79,1.15,17.94
2021-01-17,Solapur,22.47,57.57,0.5,19.96
2021-01-17,Kolhapur,14.87,53.78,0.48,22.28
2021-01-17,Amravati,23.46,64.92,1.82,16.83
2021-01-18,Mumbai,17.57,58.8,0.18,14.76
2021-01-18,Pune,19.33,52.92,0.78,5.53
2021-01-18,Nagpur,23.01,62.9,1.92,5.15
2021-01-18,Nashik,21.59,53.74,1.92,22.17
2021-01-18,Aurangabad,20.58,51.4,1.29,14.11
2021-01-18,Solapur,23.86,50.81,0.05,9.62
2021-01-18,Kolhapur,19.26,66.71,1.63,23.01
2021-01-18,Amravati,22.52,73.85,1.04,14.63
2021-01-19,Mumbai,22.79,71.19,0.59,22.51
2021-01-19,Pune,23.21,52.71,0.76,17.08
2021-01-19,Nagpur,21.92,74.03,0.59,20.27
2021-01-19,Nashik,20.79,65.16,1.46,14.96
2021-01-19,Aurangabad,16.7,64.12,1.31,24.43
2021-01-19,Solapur,18.39,66.67,1.43,10.96
2021-01-19,Kolhapur,15.07,79.65,0.47,22.12
2021-01-19,Amravati,24.88,78.9,1.75,21.88
2021-01-20,Mumbai,21.66,59.72,1.01,19.45
2021-01-20,Pune,18.2,77.84,0.79,8.74
2021-01-20,Nagpur,20.95,59.74,1.8,11.32
2021-01-20,Nashik,18.42,51.79,1.66,8.58
2021-01-20,Aurangabad,16.86,79.63,0.52,23.86
2021-01-20,Solapur,21.96,67.61,1.06,8.91
2021-01-20,Kolhapur,17.28,71.14,0.36,8.52
2021-01-20,Amravati,24.3,55.96,0.0,16.39
2021-01-21,Mumbai,20.44,61.92,1.05,16.3
2021-01-21,Pune,20.91,72.22,1.72,8.11
2021-01-21,Nagpur,20.25,69.16,0.7,7.8
2021-01-21,Nashik,20.44,66.42,0.96,12.2
2021-01-21,Aurangabad,19.64,69.55,0.51,16.21
2021-01-21,Solapur,23.87,61.08,1.79,7.08
2021-01-21,Kolhapur,14.85,55.07,0.65,11.36
2021-01-21,Amravati,23.44,58.72,0.94,6.42
2021-01-22,Mumbai,19.09,61.25,0.28,24.39
2021-01-22,Pune,19.42,58.68,0.06,13.3
2021-01-22,Nagpur,18.73,50.65,0.02,23.24
2021-01-22,Nashik,17.07,58.97,0.22,13.4
2021-01-22,Aurangabad,18.11,60.01,0.42,13.79
